model,rating,games,wins,draws
league_ppo_regular (score reward)_checkpoint_15000000.pth,1331.43,525,128,54
league_ppo (score reward)_checkpoint_1000000.pth,1329.91,107,21,9
league_ppo (score reward)_checkpoint_9900000.pth,1329.49,132,32,9
league_ppo (score reward)_checkpoint_14100000.pth,1329.36,666,172,29
league_ppo (misc rewards)_checkpoint_5100000.pth,1329.15,109,13,27
league_ppo_real (score reward)_checkpoint_13700000.pth,1327.49,112,24,27
league_ppo (score reward)_checkpoint_12400000.pth,1325.96,1101,288,86
league_ppo_real (score reward)_checkpoint_900000.pth,1325.52,274,43,52
league_ppo (score reward)_checkpoint_12100000.pth,1325.10,134,30,12
league_ppo (score reward)_checkpoint_11200000.pth,1322.68,139,33,6
shoot_left_ppo (without embedding)_checkpoint_491520.pth,1322.20,94,25,0
league_ppo (misc rewards)_checkpoint_800000.pth,1321.59,184,45,24
league_ppo_real (score reward)_checkpoint_600000.pth,1321.52,194,46,22
league_ppo_real (score reward)_checkpoint_13400000.pth,1319.31,247,47,38
league_ppo (score reward)_checkpoint_15100000.pth,1319.10,343,75,43
league_ppo (score reward)_checkpoint_10500000.pth,1319.07,138,38,7
league_ppo (score reward)_checkpoint_11700000.pth,1318.69,232,55,20
league_ppo_real (score reward)_checkpoint_12000000.pth,1317.84,83,10,14
league_ppo (score reward)_checkpoint_10000000.pth,1317.11,158,46,8
league_ppo_real (score reward)_checkpoint_300000.pth,1315.66,119,30,8
shoot_left_ppo (without embedding)_checkpoint_1671168.pth,1312.77,290,80,22
shoot_left_ppo (without embedding)_checkpoint_442368.pth,1310.24,122,29,5
shoot_left_ppo (without embedding)_checkpoint_327680.pth,1310.10,275,81,2
league_ppo (misc rewards)_checkpoint_500000.pth,1310.06,83,14,9
league_ppo (score reward)_checkpoint_15200000.pth,1309.71,89,11,16
shoot_left_ppo (without embedding)_checkpoint_163840.pth,1309.36,501,124,10
league_ppo (score reward)_checkpoint_9500000.pth,1308.62,277,54,64
league_ppo (score reward)_checkpoint_15300000.pth,1307.49,134,28,18
league_ppo_real (score reward)_checkpoint_13300000.pth,1306.55,196,40,31
shoot_left_ppo (without embedding)_checkpoint_1474560.pth,1305.52,331,85,10
league_ppo_real (score reward)_checkpoint_13600000.pth,1304.24,240,46,46
league_ppo (score reward)_checkpoint_9200000.pth,1302.59,186,24,48
shoot_left_ppo (without embedding)_checkpoint_114688.pth,1302.48,553,115,52
shoot_left_ppo (without embedding)_checkpoint_2686976.pth,1302.10,141,33,1
league_ppo (score reward)_checkpoint_9400000.pth,1301.88,285,50,65
shoot_left_ppo (without embedding)_checkpoint_950272.pth,1300.03,675,215,5
shoot_left_ppo (without embedding)_checkpoint_81920.pth,1298.53,145,28,23
league_ppo (score reward)_checkpoint_8500000.pth,1298.22,128,17,22
league_ppo (score reward)_checkpoint_21100000.pth,1297.18,185,34,13
shoot_left_ppo (without embedding)_checkpoint_1638400.pth,1296.19,475,127,29
league_ppo_real (score reward)_checkpoint_13500000.pth,1296.15,104,14,18
league_ppo (score reward)_checkpoint_1300000.pth,1294.35,252,47,28
league_ppo_regular (score reward)_checkpoint_100000.pth,1293.87,105,16,12
league_ppo_real (score reward)_checkpoint_11900000.pth,1292.42,560,110,85
shoot_left_ppo (without embedding)_checkpoint_32768.pth,1292.22,108,16,17
shoot_left_ppo (without embedding)_checkpoint_458752.pth,1291.60,233,62,9
league_ppo (misc rewards)_checkpoint_1200000.pth,1290.52,162,51,1
league_ppo (score reward)_checkpoint_12000000.pth,1288.48,91,9,20
shoot_left_ppo (without embedding)_checkpoint_147456.pth,1284.19,423,93,9
league_ppo_real (score reward)_checkpoint_10300000.pth,1284.03,158,25,22
league_ppo (score reward)_checkpoint_11600000.pth,1283.53,221,49,15
shoot_left_ppo (without embedding)_checkpoint_1130496.pth,1282.89,499,138,12
league_ppo (score reward)_checkpoint_7400000.pth,1280.57,242,22,63
league_ppo_real (score reward)_checkpoint_13200000.pth,1279.35,470,85,53
league_ppo (score reward)_checkpoint_7500000.pth,1279.25,372,48,85
league_ppo (score reward)_checkpoint_14600000.pth,1279.20,146,20,20
league_ppo (score reward)_checkpoint_14700000.pth,1278.95,285,54,31
shoot_left_ppo (without embedding)_checkpoint_212992.pth,1278.02,514,132,5
shoot_left_ppo (without embedding)_checkpoint_475136.pth,1276.62,467,98,20
league_ppo (score reward)_checkpoint_21200000.pth,1272.72,103,12,11
league_ppo (misc rewards)_checkpoint_100000.pth,1272.64,237,51,4
league_ppo (score reward)_checkpoint_20800000.pth,1271.34,231,46,20
shoot_left_ppo (without embedding)_checkpoint_294912.pth,1270.20,197,52,2
league_ppo (score reward)_checkpoint_8400000.pth,1269.57,264,27,69
shoot_left_ppo (without embedding)_checkpoint_1703936.pth,1269.40,182,35,26
league_ppo (score reward)_checkpoint_8900000.pth,1269.37,141,16,22
league_ppo (score reward)_checkpoint_14900000.pth,1268.48,109,13,13
league_ppo (score reward)_checkpoint_900000.pth,1267.76,171,27,26
shoot_left_ppo (without embedding)_checkpoint_229376.pth,1264.45,494,125,7
shoot_left_ppo (without embedding)_checkpoint_196608.pth,1263.98,99,18,0
league_ppo (misc rewards)_checkpoint_4700000.pth,1259.67,207,44,20
league_ppo (score reward)_checkpoint_300000.pth,1257.91,194,22,25
league_ppo (score reward)_checkpoint_9100000.pth,1257.85,188,18,48
league_ppo (score reward)_checkpoint_7700000.pth,1257.41,308,31,59
league_ppo (score reward)_checkpoint_9700000.pth,1255.44,185,32,23
league_ppo (score reward)_checkpoint_9300000.pth,1254.32,320,36,79
league_ppo (misc rewards)_checkpoint_200000.pth,1251.25,148,24,12
shoot_left_ppo (without embedding)_checkpoint_425984.pth,1250.13,191,42,6
league_ppo (score reward)_checkpoint_1100000.pth,1246.34,165,27,23
shoot_left_ppo (without embedding)_checkpoint_131072.pth,1245.62,514,112,16
league_ppo (score reward)_checkpoint_700000.pth,1239.84,387,50,42
league_ppo_real (score reward)_checkpoint_200000.pth,1239.64,201,34,22
league_ppo_real (score reward)_checkpoint_100000.pth,1235.93,249,26,45
league_ppo (score reward)_checkpoint_8300000.pth,1231.74,205,28,42
league_ppo (score reward)_checkpoint_21500000.pth,1231.34,122,14,20
league_ppo (score reward)_checkpoint_200000.pth,1230.54,264,29,50
league_ppo (score reward)_checkpoint_11800000.pth,1226.98,325,63,20
shoot_left_ppo (without embedding)_checkpoint_262144.pth,1226.40,142,25,3
league_ppo (score reward)_checkpoint_14400000.pth,1223.49,479,64,57
league_ppo (score reward)_checkpoint_14200000.pth,1222.37,279,24,50
league_ppo (score reward)_checkpoint_11900000.pth,1205.46,291,21,59
league_ppo (score reward)_checkpoint_14800000.pth,1196.88,153,17,8
league_ppo (score reward)_checkpoint_20600000.pth,1195.43,271,39,27
shoot_left_ppo (without embedding)_checkpoint_278528.pth,1193.53,422,97,8
league_ppo (score reward)_checkpoint_8700000.pth,1192.56,697,40,137
league_ppo (score reward)_checkpoint_21000000.pth,1187.99,351,45,16
league_ppo (score reward)_checkpoint_100000.pth,1185.87,277,17,48
league_ppo (score reward)_checkpoint_9000000.pth,1181.31,480,29,95
league_ppo (score reward)_checkpoint_21400000.pth,1172.54,250,12,40
shoot_left_ppo (without embedding)_checkpoint_245760.pth,1169.74,380,60,3
league_ppo (score reward)_checkpoint_20700000.pth,1156.14,268,25,26
league_ppo (score reward)_checkpoint_8800000.pth,1144.59,277,10,53
league_ppo (score reward)_checkpoint_15000000.pth,1137.08,392,45,44
league_ppo (score reward)_checkpoint_21300000.pth,1127.90,417,18,61
league_ppo (score reward)_checkpoint_14300000.pth,1098.70,516,19,73
