model,rating,games,wins,draws
shoot_left_ppo (without embedding)_checkpoint_2228224.pth,1668.90,100,21,1
league_ppo_real (score reward)_checkpoint_13100000.pth,1667.91,100,9,4
league_ppo (score reward)_checkpoint_11700000.pth,1666.92,100,13,4
shoot_left_ppo (without embedding)_checkpoint_163840.pth,1666.90,100,18,5
league_ppo (misc rewards)_checkpoint_600000.pth,1665.94,100,12,2
league_ppo (score reward)_checkpoint_20800000.pth,1665.28,100,14,5
shoot_left_ppo (without embedding)_checkpoint_229376.pth,1664.91,100,17,1
shoot_left_ppo (without embedding)_checkpoint_278528.pth,1664.78,100,18,2
league_ppo (misc rewards)_checkpoint_300000.pth,1664.41,100,16,2
shoot_left_ppo (without embedding)_checkpoint_475136.pth,1664.18,100,17,6
shoot_left_ppo (without embedding)_checkpoint_1572864.pth,1664.03,100,29,2
league_ppo (score reward)_checkpoint_9600000.pth,1663.95,100,14,6
shoot_left_ppo (without embedding)_checkpoint_2293760.pth,1662.26,100,17,2
league_ppo (misc rewards)_checkpoint_700000.pth,1662.04,100,14,2
league_ppo (score reward)_checkpoint_10800000.pth,1659.81,100,15,1
league_ppo_regular (score reward)_checkpoint_400000.pth,1659.31,100,17,5
league_ppo (score reward)_checkpoint_9200000.pth,1659.29,100,13,16
league_ppo (score reward)_checkpoint_11000000.pth,1659.04,100,11,3
league_ppo (score reward)_checkpoint_900000.pth,1658.77,100,13,8
shoot_left_ppo (without embedding)_checkpoint_491520.pth,1657.56,100,21,2
shoot_left_ppo (without embedding)_checkpoint_2539520.pth,1656.92,100,28,3
league_ppo (score reward)_checkpoint_8800000.pth,1656.05,100,8,5
league_ppo (score reward)_checkpoint_9700000.pth,1655.84,100,5,12
shoot_left_ppo (without embedding)_checkpoint_1687552.pth,1654.15,100,15,6
shoot_left_ppo (without embedding)_checkpoint_196608.pth,1654.03,100,14,0
league_ppo (score reward)_checkpoint_1400000.pth,1653.81,100,17,3
league_ppo (score reward)_checkpoint_8500000.pth,1652.59,100,14,8
league_ppo (score reward)_checkpoint_500000.pth,1652.34,100,14,4
league_ppo (misc rewards)_checkpoint_400000.pth,1652.24,100,13,2
shoot_left_ppo (without embedding)_checkpoint_1785856.pth,1652.02,100,15,4
league_ppo_real (score reward)_checkpoint_13700000.pth,1651.33,100,12,8
league_ppo_real (score reward)_checkpoint_900000.pth,1650.13,100,10,5
league_ppo (score reward)_checkpoint_8600000.pth,1649.71,100,17,11
shoot_left_ppo (without embedding)_checkpoint_557056.pth,1647.08,100,17,1
league_ppo (score reward)_checkpoint_2200000.pth,1647.04,100,18,4
league_ppo (score reward)_checkpoint_9300000.pth,1645.37,100,14,11
shoot_left_ppo (without embedding)_checkpoint_49152.pth,1644.98,100,14,10
league_ppo (score reward)_checkpoint_800000.pth,1643.56,100,5,11
shoot_left_ppo (without embedding)_checkpoint_1146880.pth,1643.54,100,19,1
league_ppo (score reward)_checkpoint_14700000.pth,1641.85,100,8,4
league_ppo (score reward)_checkpoint_1700000.pth,1640.48,100,10,4
league_ppo (score reward)_checkpoint_15200000.pth,1640.37,100,19,6
league_ppo (score reward)_checkpoint_11300000.pth,1637.31,100,13,5
league_ppo (score reward)_checkpoint_11500000.pth,1636.96,100,14,2
shoot_left_ppo (without embedding)_checkpoint_622592.pth,1635.91,100,16,0
shoot_left_ppo (without embedding)_checkpoint_1867776.pth,1635.81,100,16,3
shoot_left_ppo (without embedding)_checkpoint_409600.pth,1635.77,100,17,2
league_ppo (score reward)_checkpoint_11100000.pth,1634.94,100,16,1
shoot_left_ppo (without embedding)_checkpoint_32768.pth,1634.13,100,14,7
league_ppo (score reward)_checkpoint_21300000.pth,1633.74,100,6,4
shoot_left_ppo (without embedding)_checkpoint_2080768.pth,1633.64,100,16,2
league_ppo (score reward)_checkpoint_15300000.pth,1633.32,100,17,5
league_ppo (score reward)_checkpoint_11800000.pth,1632.25,100,15,4
shoot_left_ppo (without embedding)_checkpoint_262144.pth,1630.95,100,12,2
league_ppo (score reward)_checkpoint_15100000.pth,1629.91,100,14,2
league_ppo (score reward)_checkpoint_11900000.pth,1629.25,100,4,9
league_ppo (score reward)_checkpoint_14900000.pth,1628.03,100,9,4
shoot_left_ppo (without embedding)_checkpoint_81920.pth,1627.65,100,15,4
league_ppo (score reward)_checkpoint_21200000.pth,1627.06,100,11,4
league_ppo_regular (score reward)_checkpoint_100000.pth,1625.96,100,11,9
league_ppo (score reward)_checkpoint_100000.pth,1625.31,100,7,3
shoot_left_ppo (without embedding)_checkpoint_2572288.pth,1625.03,100,20,0
league_ppo (score reward)_checkpoint_10000000.pth,1624.57,100,11,5
league_ppo (score reward)_checkpoint_9100000.pth,1623.71,100,7,11
league_ppo (score reward)_checkpoint_1200000.pth,1622.72,100,17,4
league_ppo (score reward)_checkpoint_21400000.pth,1622.24,100,2,5
shoot_left_ppo (without embedding)_checkpoint_16384.pth,1621.84,100,10,8
league_ppo (score reward)_checkpoint_9000000.pth,1621.77,100,10,8
shoot_left_ppo (without embedding)_checkpoint_1769472.pth,1620.31,100,17,1
shoot_left_ppo (without embedding)_checkpoint_294912.pth,1619.19,100,15,1
league_ppo (score reward)_checkpoint_10600000.pth,1618.90,100,11,1
shoot_left_ppo (without embedding)_checkpoint_1703936.pth,1615.87,100,9,6
shoot_left_ppo (without embedding)_checkpoint_425984.pth,1615.85,100,14,2
league_ppo_real (score reward)_checkpoint_100000.pth,1614.57,100,3,6
league_ppo (score reward)_checkpoint_12500000.pth,1612.93,100,16,0
league_ppo_real (score reward)_checkpoint_200000.pth,1611.84,100,4,3
shoot_left_ppo (without embedding)_checkpoint_131072.pth,1610.46,100,14,1
league_ppo (score reward)_checkpoint_8300000.pth,1609.68,100,15,6
league_ppo (score reward)_checkpoint_14300000.pth,1608.63,100,2,4
league_ppo (score reward)_checkpoint_1500000.pth,1608.30,100,16,2
league_ppo (score reward)_checkpoint_1100000.pth,1604.09,100,9,5
league_ppo (score reward)_checkpoint_12100000.pth,1602.77,100,15,1
shoot_left_ppo (without embedding)_checkpoint_2686976.pth,1602.60,100,17,0
league_ppo (score reward)_checkpoint_1000000.pth,1601.60,100,10,11
league_ppo (score reward)_checkpoint_600000.pth,1600.74,100,11,4
league_ppo (score reward)_checkpoint_15000000.pth,1599.86,100,10,3
league_ppo (score reward)_checkpoint_7100000.pth,1599.15,100,12,10
shoot_left_ppo (without embedding)_checkpoint_212992.pth,1598.51,100,15,2
league_ppo (score reward)_checkpoint_21100000.pth,1598.25,100,15,2
shoot_left_ppo (without embedding)_checkpoint_245760.pth,1594.85,100,14,0
shoot_left_ppo (without embedding)_checkpoint_147456.pth,1594.73,100,14,2
shoot_left_ppo (without embedding)_checkpoint_98304.pth,1594.40,100,12,5
league_ppo (score reward)_checkpoint_14600000.pth,1593.79,100,9,8
league_ppo (score reward)_checkpoint_10200000.pth,1591.81,100,8,1
league_ppo_real (score reward)_checkpoint_300000.pth,1585.70,100,8,3
shoot_left_ppo (without embedding)_checkpoint_65536.pth,1580.95,100,9,1
league_ppo (score reward)_checkpoint_700000.pth,1580.89,100,10,5
league_ppo (score reward)_checkpoint_20700000.pth,1580.05,100,2,2
league_ppo (score reward)_checkpoint_11200000.pth,1574.78,100,6,6
league_ppo (score reward)_checkpoint_11600000.pth,1571.19,100,9,5
league_ppo (score reward)_checkpoint_20600000.pth,1566.29,100,10,4
league_ppo (score reward)_checkpoint_1300000.pth,1566.24,100,8,3
league_ppo (score reward)_checkpoint_15400000.pth,1565.44,100,12,2
league_ppo (score reward)_checkpoint_14400000.pth,1562.50,100,3,6
league_ppo (score reward)_checkpoint_9800000.pth,1560.53,100,7,3
league_ppo (score reward)_checkpoint_12400000.pth,1557.74,100,5,5
shoot_left_ppo (without embedding)_checkpoint_1736704.pth,1555.93,100,13,2
league_ppo (score reward)_checkpoint_14800000.pth,1551.27,100,9,2
league_ppo (score reward)_checkpoint_200000.pth,1548.38,100,4,3
shoot_left_ppo (without embedding)_checkpoint_114688.pth,1543.78,100,6,5
league_ppo (score reward)_checkpoint_21500000.pth,1543.38,100,4,7
league_ppo (score reward)_checkpoint_8700000.pth,1540.51,100,9,7
league_ppo (score reward)_checkpoint_12000000.pth,1537.26,100,9,4
league_ppo (score reward)_checkpoint_7400000.pth,1532.81,100,3,7
league_ppo (score reward)_checkpoint_21000000.pth,1531.60,100,5,3
league_ppo (score reward)_checkpoint_300000.pth,1526.88,100,3,10
league_ppo (score reward)_checkpoint_14200000.pth,1516.20,100,2,9
atulPolicy,1500.00,0,0,0
